instance_id,predicted_score
1009009142796670741,0.21051123794963567
8642631927498444908,0.20946404615568898
3653599391026039809,0.33211014770893876
2085762395056613521,0.2133055925505425
1229975129921178533,0.054985911139756996
5979866668723869597,0.18914937138615734
6364342016557469963,0.12551791534112725
3463896032484887800,0.2975259165269219
2862548799113594392,0.1973583835975877
5145391508337379583,0.15631928857601712
938419466477837949,0.3092364246198485
1455447582527594903,0.25164221317469077
5338209362412923105,0.7560031766305443
6413537429269650183,0.13417584045087325
4181546146092799088,0.3571991080189672
3180251240316959138,0.3393962669374256
3628222570437724072,0.0067896813813409064
5886136936880176219,0.3477622903706642
4294173568451478813,0.009733102851291114
3930594488328989465,0.24459785236911208
4044723506532118664,0.3065073089913182
2139195588715628662,0.2603807408137957
3367706609849473456,0.3006075415628019
1893010660292618009,0.20372582248477356
8943683726933040346,0.27104357753655056
7463892864397678250,0.03731943678996412
6333992840497020880,0.29735412008616796
1828952691178372775,0.29310164540519196
8151464540727540493,0.18567316006396145
5588193139961974181,0.03547252629145289
205813686899962376,0.1937324780702489
7478798845507167386,0.20169100656999647
2174809567700459743,0.1916178337514968
2019617408353849684,0.048711513551414044
3893843418030687316,0.2234819031840188
7397808107124302918,0.04164447348313933
5792622355804995501,0.060503455741802104
2223690754531837283,0.4036753346961767
6422544260678655030,0.022036076542109286
5210211754219137581,0.16910346550592986
3110332586507554633,0.31932987244538424
8678173221282005775,0.7854619704965612
1229193289889242366,0.36628843547313056
5162439109983486603,0.5037094409715521
1198398653248918518,0.006046510585121715
8756526351043303391,0.45759100730590146
4105343237953168622,0.5999658307356396
5674797885946198434,0.33764020000511724
6611144086211897745,0.013234222418689164
9070463891567388707,0.3420188941367961
2809757820657738408,0.20372505462643464
8281075395364638648,0.07525578922590784
8659693507981881456,0.4359858007694762
3496945092382341764,0.29617582926584457
3447806182597147090,0.18497434556911282
7998821240583519313,0.21851062818488157
7166086081781661339,0.17181034885438154
6782350932022892652,0.27430708613836646
2941854716336765328,0.08470788987017122
6593623554338585625,0.2943776987539739
79362760801625700,0.18095240346917563
2632295343664619257,0.3188768154889463
462506910342992390,0.5506842556379092
6331931035221615671,0.005122934787809659
6338913298144449075,0.0518443360192493
3199736378017185917,0.21137673662574685
5183938802021445641,0.20975688830959738
7734193783309974742,0.27351503038451214
7078439549514605031,0.0835952813637371
4790988401211772423,0.005661058304198352
4307051235636499729,0.038268173113996266
455848948844557268,0.2146401006743254
398720588192678603,0.24141594595485832
6772297171657540377,0.07011224704005323
4116813275422977172,0.11333234754269013
1749047753684761587,0.0024536837070213823
